Date,AMZN,GOOG
2012-11-01,-0.0032255519083767155,
2012-11-02,0.0012054365656819011,
2012-11-05,0.008184297641075332,
2012-11-06,0.013689842602820388,
2012-11-07,-0.023424313025895514,
2012-11-08,-0.020505224843047527,
2012-11-09,-0.004584943400449864,
2012-11-12,0.0007066938045409471,
2012-11-13,0.0005738843386554067,
2012-11-14,-0.016238807364600615,
2012-11-15,-0.010596451885425068,
2012-11-16,0.020771051544571227,
2012-11-19,0.019695538866068098,
2012-11-20,0.017562840254780773,
2012-11-21,0.01801618171797666,
2012-11-23,0.007742139564583424,
2012-11-26,0.01547077967101074,
2012-11-27,-0.0009034274066274265,
2012-11-28,0.015127412706025044,
2012-11-29,0.016694490851927302,
2012-11-30,0.00309938712130603,
2012-12-03,-0.006847392281647849,
2012-12-04,0.008591580506672459,
2012-12-05,0.005805104970515614,
2012-12-06,-0.0023259039318711365,
2012-12-07,-0.00039476666268151953,
2012-12-10,-0.021955186368298095,
2012-12-11,0.011716212060317076,
2012-12-12,0.004259150598746085,
2012-12-13,-0.002027817020169935,
2012-12-14,-0.008232776570312208,
2012-12-17,0.01856723853456612,
2012-12-18,0.02543602415537417,
2012-12-19,-0.009298129292679005,
2012-12-20,0.013513452716990384,
2012-12-21,-0.01766953850238034,
2012-12-24,0.0065950535726020075,
2012-12-26,-0.03939390142544174,
2012-12-27,-0.0012879421913216365,
2012-12-28,-0.01268532001789631,
2012-12-31,0.022942252063315467,
2013-01-02,0.025346746242038507,
2013-01-03,0.004536686328927499,
2013-01-04,0.0025887749767322323,
2013-01-07,0.035294872104506665,
2013-01-08,-0.0077780729651711275,
2013-01-09,-0.00011263714685478202,
2013-01-10,-0.0037992045158067585,
2013-01-11,0.009751060757262054,
2013-01-14,0.017719222899856245,
2013-01-15,-0.0030479498174757935,
2013-01-16,-0.010983261640441905,
2013-01-17,0.005747061170978341,
2013-01-18,0.006044970741043544,
2013-01-22,-0.007117759652806907,
2013-01-23,-0.00772800710477371,
2013-01-24,0.019758008638369587,
2013-01-25,0.03778364875148509,
2013-01-28,-0.028393246114923203,
2013-01-29,-0.05851891232101578,
2013-01-30,0.04656537977968899,
2013-01-31,-0.026977441581677877,
2013-02-01,-0.001884985959821617,
2013-02-04,-0.01912515211319708,
2013-02-05,0.02623188374616175,
2013-02-06,-0.017652706892667982,
2013-02-07,-0.007617967809151701,
2013-02-08,0.006587751286707546,
2013-02-11,-0.018260736244926655,
2013-02-12,0.0057762236732445,
2013-02-13,0.04078796395257101,
2013-02-14,-0.0008539183767494366,
2013-02-15,-0.015533746883196278,
2013-02-19,0.017426197954828675,
2013-02-20,-0.012459114715553452,
2013-02-21,-0.001765789299646144,
2013-02-22,-0.0019572441542501685,
2013-02-25,-0.02113198292599414,
2013-02-26,-0.001964397427503926,
2013-02-27,0.014887090238741645,
2013-02-28,0.003867129526355725,
2013-03-01,0.005547055247368278,
2013-03-04,0.027356309833933418,
2013-03-05,0.009039579961338898,
2013-03-06,-0.006552875975793251,
2013-03-07,0.00032869349231036296,
2013-03-08,0.0011312474685721211,
2013-03-11,-0.010817261482041911,
2013-03-12,0.010598392254487573,
2013-03-13,0.0035322259283076833,
2013-03-14,-0.03461631148111507,
2013-03-15,-0.01486115032285162,
2013-03-18,-0.015124094188523403,
2013-03-19,-0.0057553652523780795,
2013-03-20,0.003387255894394084,
2013-03-21,-0.01523517939024263,
2013-03-22,0.01706027658731737,
2013-03-25,-0.006734569681111177,
2013-03-26,0.01661769533313782,
2013-03-27,0.01898805327643832,
2013-03-28,0.004475438722597842,
2013-04-01,-0.018481907426189808,
2013-04-02,0.006515232092620059,
2013-04-03,-0.016426170019588543,
2013-04-04,0.00019305043528324448,
2013-04-05,-0.013992788997167417,
2013-04-08,0.013490868714485859,
2013-04-09,0.008421663702911121,
2013-04-10,0.013804823256586909,
2013-04-11,0.019004774175746614,
2013-04-12,0.01112924365668766,
2013-04-15,-0.019053881045114716,
2013-04-16,0.01710962394808289,
2013-04-17,-0.018305602134173975,
2013-04-18,-0.03029730795876459,
2013-04-19,0.003463279494992381,
2013-04-22,0.01233145828753592,
2013-04-23,0.020096454644655336,
2013-04-24,-0.00044632980681967344,
2013-04-25,0.021786357335119685,
2013-04-26,-0.07516136337835437,
2013-04-29,-0.020097790769472653,
2013-04-30,0.016165562090550912,
2013-05-01,-0.02223024215966731,
2013-05-02,0.01725348179558664,
2013-05-03,0.021544160737287873,
2013-05-06,-0.009070260831367118,
2013-05-07,0.00782943755461778,
2013-05-08,0.003679224613920798,
2013-05-09,0.005705077340573752,
2013-05-10,0.013249782846477586,
2013-05-13,0.0033324278980397387,
2013-05-14,0.014338507293712395,
2013-05-15,-0.006618209006558179,
2013-05-16,-0.009195793961970818,
2013-05-17,0.021647941375303893,
2013-05-20,-0.008446063705273284,
2013-05-21,0.004585338269398292,
2013-05-22,-0.022188874740254917,
2013-05-23,-0.004421046234954667,
2013-05-24,-0.0002292286669446575,
2013-05-28,0.020982578256073952,
2013-05-29,-0.006606405036446346,
2013-05-30,0.004883962971550392,
2013-05-31,0.008842827947810024,
2013-06-03,-0.00865549172573931,
2013-06-04,-0.004431267598892252,
2013-06-05,0.00551728322013946,
2013-06-06,0.0024673617037049046,
2013-06-07,0.033195605661824695,
2013-06-10,0.015055669251787106,
2013-06-11,-0.022632960298703715,
2013-06-12,-0.01138271312266039,
2013-06-13,0.015051635999185553,
2013-06-14,-0.006548108197605763,
2013-06-17,0.01474529346354327,
2013-06-18,0.01321875690719595,
2013-06-19,-0.012859178717406966,
2013-06-20,-0.017114272806039152,
2013-06-21,-0.00029259035034523645,
2013-06-24,-0.01011092357699874,
2013-06-25,0.005454180042599709,
2013-06-26,0.019940272068775116,
2013-06-27,-7.20856300632063e-05,
2013-06-28,0.0005042842626657888,
2013-07-01,0.015756234392311146,
2013-07-02,0.005761467673002256,
2013-07-03,0.0010568088604169046,
2013-07-05,0.006492257313242818,
2013-07-08,0.016341220106290986,
2013-07-09,0.003229572752903339,
2013-07-10,0.0027403820850781216,
2013-07-11,0.024765191030825195,
2013-07-12,0.02598916299096117,
2013-07-15,-0.0031915475130483415,
2013-07-16,0.0009781132337143296,
2013-07-17,0.005913306179670692,
2013-07-18,-0.014948065285195457,
2013-07-19,0.003676159292773985,
2013-07-22,-0.005749917882941064,
2013-07-23,-0.008006086055993981,
2013-07-24,-0.007066756093342382,
2013-07-25,0.014809217701387992,
2013-07-26,0.02798317348087875,
2013-07-29,-0.019123379533595435,
2013-07-30,-0.01212817908251155,
2013-07-31,-0.0039428006363923475,
2013-08-01,0.014337972795816728,
2013-08-02,-0.004460622122421065,
2013-08-05,-0.010641164315686208,
2013-08-06,-0.0007976923071020597,
2013-08-07,-0.012850318159893495,
2013-08-08,-0.003948392239609037,
2013-08-09,0.005126501251107817,
2013-08-12,-0.0019193273373704458,
2013-08-13,-0.009210144221576238,
2013-08-14,-0.008986702783541713,
2013-08-15,-0.01685720047282765,
2013-08-16,-0.0057763821457983075,
2013-08-19,0.0026297410331214102,
2013-08-20,0.0053085875488300864,
2013-08-21,-0.00881644796097204,
2013-08-22,0.017970145335447177,
2013-08-23,0.0009659461337307921,
2013-08-26,-0.013189568960891412,
2013-08-27,-0.01862027459698588,
2013-08-28,0.0023110899866578324,
2013-08-29,0.008487205768098971,
2013-08-30,-0.01062036118227536,
2013-09-03,0.027450900741406745,
2013-09-04,0.016620160195735267,
2013-09-05,0.0015653022165719257,
2013-09-06,0.005966544049003132,
2013-09-09,0.012928978446553602,
2013-09-10,0.0021663689957090995,
2013-09-11,-0.0023999543583138063,
2013-09-12,-0.0026065519132503056,
2013-09-13,-0.0031502376487780033,
2013-09-16,-0.006262821048913529,
2013-09-17,0.027024582719098245,
2013-09-18,0.02551255905742245,
2013-09-19,9.614829509685138e-05,
2013-09-20,0.013622152170123327,
2013-09-23,-0.01545036876341904,
2013-09-24,0.008439675995731834,
2013-09-25,-0.004722581876286291,
2013-09-26,0.017344344231299522,
2013-09-27,-0.006654825378340671,
2013-09-30,-0.010721486442218667,
2013-10-01,0.026233018889677946,
2013-10-02,-0.001371949612563588,
2013-10-03,-0.018102997845028192,
2013-10-04,0.013506027395252761,
2013-10-07,-0.02864739037217301,
2013-10-08,-0.02217748340240622,
2013-10-09,-0.016626592597698706,
2013-10-10,0.02300400552259496,
2013-10-11,0.01857016956166753,
2013-10-14,-0.0006113678646902032,
2013-10-15,-0.013936388630454913,
2013-10-16,0.01326026990920579,
2013-10-17,0.0009013900805812849,
2013-10-18,0.05679193155085493,
2013-10-21,-0.007598814035558018,
2013-10-22,0.01851400679951153,
2013-10-23,-0.017534285936897386,
2013-10-24,0.016541402969775063,
2013-10-25,0.08970933772845563,
2013-10-28,-0.01449679025150475,
2013-10-29,0.0125961921490867,
